#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
4806.79; 0.091536477; 139089.35817476
4808.83; 0.088817791; 139089.53900012
4810.86; 0.084196382; 139089.71041668
4812.90; 0.078056706; 139089.8693334
4814.94; 0.07118401; 139090.0142579
4816.97; 0.064570094; 139090.14571704
4819.01; 0.059175774; 139090.26619381
4821.04; 0.055714439; 139090.3796236
4823.08; 0.054509018; 139090.49059925
4825.12; 0.055449496; 139090.60348964
4827.15; 0.058048939; 139090.72167227
4829.19; 0.061571878; 139090.8470273
4831.22; 0.065195826; 139090.97976037
4833.26; 0.068166241; 139091.11854096
4835.30; 0.069914936; 139091.26088173
4837.33; 0.070126874; 139091.403654
4839.37; 0.068755121; 139091.54363349
4841.40; 0.06599447; 139091.67799253
4843.44; 0.062229003; 139091.80468541
4845.47; 0.057968099; 139091.92270346
4847.51; 0.053781037; 139092.03219701
4849.55; 0.050235004; 139092.13447114
4851.58; 0.047837285; 139092.23186373
4853.62; 0.046981045; 139092.32751308
4855.65; 0.047895555; 139092.4250243
4857.69; 0.050605064; 139092.52805184
4859.73; 0.054903932; 139092.63983151
4861.76; 0.060357258; 139092.76271368
4863.80; 0.06633462; 139092.89776524
4865.83; 0.072079158; 139093.04451218
4867.87; 0.076806192; 139093.20088296
4869.91; 0.07981693; 139093.36338334
4871.94; 0.080606663; 139093.52749155
4873.98; 0.078945534; 139093.68821784
4876.01; 0.074914805; 139093.84073792
4878.05; 0.068891547; 139093.98099517
4880.09; 0.061486937; 139094.10617726
4882.12; 0.053453766; 139094.21500452
4884.16; 0.045583741; 139094.30780908
4886.19; 0.038613194; 139094.38642221
4888.23; 0.033148067; 139094.45390882
4890.26; 0.029609559; 139094.51419132
4892.30; 0.028195392; 139094.57159471
4894.34; 0.028851744; 139094.63033437
4896.37; 0.031257681; 139094.69397231
4898.41; 0.034833563; 139094.76489044
4900.44; 0.038790954; 139094.84386547
4902.48; 0.042238021; 139094.92985844
4904.52; 0.044338914; 139095.02012864
4906.55; 0.044501871; 139095.11073061
4908.59; 0.042548053; 139095.19735477
4910.62; 0.038802825; 139095.27635397
4912.66; 0.034062244; 139095.34570176
4914.70; 0.029420784; 139095.40559994
4916.73; 0.025993235; 139095.45851992
4918.77; 0.024607491; 139095.50861865
4920.80; 0.025567206; 139095.56067128
4922.84; 0.028571288; 139095.61883995
4924.88; 0.032830605; 139095.68568023
4926.91; 0.037354788; 139095.76173135
4928.95; 0.041317709; 139095.84585064
4930.98; 0.044374416; 139095.93619313
4933.02; 0.046811556; 139096.03149741
4935.05; 0.049467568; 139096.13220911
4937.09; 0.05344036; 139096.24100907
4939.13; 0.059679091; 139096.36251055
4941.16; 0.068602757; 139096.50217985
4943.20; 0.079882682; 139096.66481409
4945.23; 0.09246945; 139096.85307391
4947.27; 0.10485762; 139097.06655498
4949.31; 0.11549664; 139097.30169616
4951.34; 0.12320545; 139097.55253182
4953.38; 0.12745096; 139097.81201098
4955.41; 0.12840398; 139098.07343041
4957.45; 0.12677022; 139098.33152363
4959.49; 0.12347487; 139098.58290782
4961.52; 0.11932696; 139098.8258472
4963.56; 0.11478743; 139099.0595445
4965.59; 0.10991636; 139099.28332472
4967.63; 0.10450026; 139099.49607823
4969.67; 0.09829126; 139099.69619075
4971.70; 0.091251727; 139099.88197139
4973.74; 0.083703652; 139100.0523848
4975.77; 0.076326648; 139100.20777927
4977.81; 0.070011429; 139100.3503165
4979.84; 0.06563102; 139100.48393559
4981.88; 0.063818561; 139100.61386467
4983.92; 0.064829971; 139100.7458529
4985.95; 0.0685293; 139100.88537264
4987.99; 0.074482914; 139101.03701342
4990.02; 0.082107728; 139101.20417767
4992.06; 0.090804422; 139101.38904764
4994.10; 0.10002302; 139101.59268588
4996.13; 0.10924634; 139101.815102
